author,headline,content
袁顥庭／高雄報導,廣運接單創高 今年看旺,"設備大廠廣運（6125），旗下群豐欣業於高雄台糖成功物流園區舉行開幕典禮，展現智慧物流系統發展。廣運在2023年進一步推出半導體整廠自動化物料搬運系統整合服務方案，並擴大在智慧物流的服務領域。
受惠於數位轉型趨勢，廣運今年接單創新高，全年營收、獲利成長可期。
談及群豐公司成立緣起，董事長謝清福表示，與合作伙伴台糖公司在歷經約一年時間，由廣運重新增修建置完成此一體式棧板式自動倉儲系統，此系統為33米高、11個高速走行存取主機（Crane）、儲位1.5萬個、廣運自行開發智慧管理平台 WMS（Warehouse Management System，倉庫管理系統）並結合ERP系統及無人搬運車AGV（Automated Guided Vehicle）等，除了作為廣運提供潛在客戶的「工程實績展示基地」，並進行實際運作驗證，也為客戶發展「持續優化設備軟硬體」服務，期許能替客戶創造更好的競爭優勢。
廣運執行長謝明凱表示，跟客戶洽談的狀況來看，今年景氣沒有太差。一方面台商回流，另一方面數位轉型趨勢帶動智慧自動化設備投資。廣運在智慧倉儲物流、常溫及低溫冷鏈設備獲客戶肯定，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流、捷盟（康是美）及統昶等。今年進一步推出半導體整廠自動化物料搬運系統整合服務方案，並擴大在智慧物流的服務領域。
廣運在智慧物流發貨系統建設方面，提供自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱／貼標／秤重／封箱／捆膜等設備，並且搭配廣運自行開發智慧管理平台 WMS進行整合，彈性調度自動化設備進行各種運作，並與客戶的MES 及ERP 進行垂直系統整合，滿足客戶多元化客製需求。
廣運接單動能這2、3年來持續高度成長，今年3月合併營收5.3億元，較去年同期成長33％，累計第一季合併營收13.4億元，較去年同期成長13.3％。
廣運去年2022年合併營收約53.6億元，年成長33％，毛利率18.6％，稅後純益4.7億元，稅後每股純益1.91元。董事會通過發放現金股利1.62元，股息配發率約85％。
更多工商時報報導15檔投顧點將 拚金牛甩尾hold不住！最賣進口車也漲了工商社論》論海外就業劇減二十多萬人的迷思"
時報資訊,《光電股》廣運接單創高 今年看旺,"【時報-台北電】設備大廠廣運（6125），旗下群豐欣業於高雄台糖成功物流園區舉行開幕典禮，展現智慧物流系統發展。廣運在2023年進一步推出半導體整廠自動化物料搬運系統整合服務方案，並擴大在智慧物流的服務領域。
受惠於數位轉型趨勢，廣運今年接單創新高，全年營收、獲利成長可期。
談及群豐公司成立緣起，董事長謝清福表示，與合作伙伴台糖公司在歷經約一年時間，由廣運重新增修建置完成此一體式棧板式自動倉儲系統，此系統為33米高、11個高速走行存取主機（Crane）、儲位1.5萬個、廣運自行開發智慧管理平台 WMS（Warehouse Management System，倉庫管理系統）並結合ERP系統及無人搬運車AGV（Automated Guided Vehicle）等，除了作為廣運提供潛在客戶的「工程實績展示基地」，並進行實際運作驗證，也為客戶發展「持續優化設備軟硬體」服務，期許能替客戶創造更好的競爭優勢。
廣運執行長謝明凱表示，跟客戶洽談的狀況來看，今年景氣沒有太差。一方面台商回流，另一方面數位轉型趨勢帶動智慧自動化設備投資。廣運在智慧倉儲物流、常溫及低溫冷鏈設備獲客戶肯定，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流、捷盟（康是美）及統昶等。今年進一步推出半導體整廠自動化物料搬運系統整合服務方案，並擴大在智慧物流的服務領域。
廣運在智慧物流發貨系統建設方面，提供自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱／貼標／秤重／封箱／捆膜等設備，並且搭配廣運自行開發智慧管理平台 WMS進行整合，彈性調度自動化設備進行各種運作，並與客戶的MES 及ERP 進行垂直系統整合，滿足客戶多元化客製需求。
廣運接單動能這2、3年來持續高度成長，今年3月合併營收5.3億元，較去年同期成長33％，累計第一季合併營收13.4億元，較去年同期成長13.3％。
廣運去年2022年合併營收約53.6億元，年成長33％，毛利率18.6％，稅後純益4.7億元，稅後每股純益1.91元。董事會通過發放現金股利1.62元，股息配發率約85％。(新聞來源 : 工商時報一袁顥庭／高雄報導)"
財訊快報,廣運子公司群豐高雄物流園區開幕，強攻智慧自動倉儲,"【財訊快報／記者巫彩蓮報導】廣運(6125)旗下群豐欣業公司於高雄台糖成功物流園區正式開幕，群豐智慧自動倉庫體驗有別於傳統平面倉庫，具有優勢設備安全無人為作業工安疑慮、立體化設備，有限土地高效率運用、帳料一致、24小時自動化作業，不會有超時工作人力短缺的問題，以及自動串連前後端資訊倉儲管理系統(WMS)，可提供使用者即時有效的資訊。群豐與合作伙伴台糖公司在歷經約一年時間，由廣運重新增修建置完成此一體式棧板式自動倉儲系統，此系統為33米高、11個高速走行存取主機(Crane)、儲位15000個、自行開發智慧管理平台WMS(Warehouse Management System, 倉庫管理系統)並結合ERP系統及無人搬運車AGV (Automated Guided Vehicle)等，除了作為廣運提供潛在客戶的「工程實績展示基地」，並進行實際運作驗證，也為客戶發展「持續優化設備軟硬體」。廣運在智慧倉儲物流、常溫及低溫冷鏈設備涵蓋客戶有全聯、中華郵政、中國石油、遠雄港(5607)、杏一(4175)、酷澎、宅配通(2642)、momo、Pchome、新竹物流、捷盟(康是美)及統昶等。廣運在智慧物流發貨系統建設方面，通常提供有：自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱/貼標/秤重/封箱/捆膜等設備，並且搭配廣運自行開發智慧管理平台WMS進行整合，彈性調度自動化設備進行各種運作，並與客戶的MES及ERP進行垂直系統整合，滿足客戶多元化客製需求。近年受惠台商回台及新冠疫情，及政府為加速台灣產業轉型升級，積極推動5+2產業創新計畫，接單動能佳，廣運去年合併營收約53.6億元，較去年成長33%，毛利率18.6%，稅後淨利4.7億元，每股稅後盈餘1.91元，日前董事會通過發放現金股利1.62元，股息配發高達85%，今年首季合併營收13.4億元，較去年同期成長13.3%。"
時報資訊,《傳產》10年最大交易 廣運18億買平鎮工業區萬坪廠房,"【時報記者郭鴻慧台北報導】自動化設備大廠廣運機械(6125)斥資18億元由老牌化纖產品代理商昭安國際手上買進桃園平鎮工業區萬坪廠房，創平鎮工業區10年最大交易紀錄！
負責本案的第一太平戴維斯協理張(峰)樹表示，本次出售的昭安平鎮廠，建物管理維護情況良好，買方可以即刻進駐使用，無須再投入大量的資金進行改裝，可降低近年營造成本高漲的風險，因此吸引廣運機械積極出手。
本次出售的昭安國際平鎮廠房，土地面積為3,202.27坪，地上7層樓建築物，總面積14,040.79坪，換算建物單價每坪12.9萬元，是近10年來平鎮工業區最大規模的廠房交易案。
張(峰)樹表示，近幾年隨著產業遷移與變動，不少國內傳產業者透過舊廠再開發、建商合建開發、亦或轉型不動產開發業等方式活化手中資產，知名個案包括新光鋼鐵看好台商回流的倉儲物流需求，將桃園觀音區廠區重新打造為現代化自動倉儲物流園區；中和羊毛則逐步轉型為不動產開發商，布局新北市多個廠辦開發案；正大集團旗下的正大尼龍與正大纖維，則是與華固建設合作，將活化新店與北投舊廠，透過都市更新，分別規劃為大型住宅與商辦開發案，都是市場上相當成功的活化案例。"
時報資訊,《傳產》10年最大交易 廣運18億買平鎮工業區萬坪廠房,"【時報記者郭鴻慧台北報導】自動化設備大廠廣運機械(6125)斥資18億元由老牌化纖產品代理商昭安國際手上買進桃園平鎮工業區萬坪廠房，創平鎮工業區10年最大交易紀錄！
負責本案的第一太平戴維斯協理張(峰)樹表示，本次出售的昭安平鎮廠，建物管理維護情況良好，買方可以即刻進駐使用，無須再投入大量的資金進行改裝，可降低近年營造成本高漲的風險，因此吸引廣運機械積極出手。
本次出售的昭安國際平鎮廠房，土地面積為3,202.27坪，地上7層樓建築物，總面積14,040.79坪，換算建物單價每坪12.9萬元，是近10年來平鎮工業區最大規模的廠房交易案。
張(峰)樹表示，近幾年隨著產業遷移與變動，不少國內傳產業者透過舊廠再開發、建商合建開發、亦或轉型不動產開發業等方式活化手中資產，知名個案包括新光鋼鐵看好台商回流的倉儲物流需求，將桃園觀音區廠區重新打造為現代化自動倉儲物流園區；中和羊毛則逐步轉型為不動產開發商，布局新北市多個廠辦開發案；正大集團旗下的正大尼龍與正大纖維，則是與華固建設合作，將活化新店與北投舊廠，透過都市更新，分別規劃為大型住宅與商辦開發案，都是市場上相當成功的活化案例。"
中央社,【公告】廣運董事會通過總經理晉升案 。,"日 期：2023年05月05日
公司名稱：廣運 (6125)
主 旨：廣運董事會通過總經理晉升案 。
發言人：沈麗娟
說 明：
1.董事會決議日期或發生變動日期:112/05/05
2.人員別（請輸入董事長或總經理）:總經理
3.舊任者姓名:謝清福
4.舊任者簡歷:本公司董事長兼總經理。
5.新任者姓名:柯智鈞
6.新任者簡歷:本公司自動化事業群總經理
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:職務調整
8.異動原因:職務晉升。
9.新任生效日期:112/05/05
10.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第6款所定
對股東權益或證券價格有重大影響之事項):
基於落實公司治理及權能分工原則，董事長辭任總經理一職。
謝清福董事長兼任集團策略長。"
中央社,【公告】廣運董事會通過總經理晉升案 。,"日 期：2023年05月05日
公司名稱：廣運 (6125)
主 旨：廣運董事會通過總經理晉升案 。
發言人：沈麗娟
說 明：
1.董事會決議日期或發生變動日期:112/05/05
2.人員別（請輸入董事長或總經理）:總經理
3.舊任者姓名:謝清福
4.舊任者簡歷:本公司董事長兼總經理。
5.新任者姓名:柯智鈞
6.新任者簡歷:本公司自動化事業群總經理
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:職務調整
8.異動原因:職務晉升。
9.新任生效日期:112/05/05
10.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第6款所定
對股東權益或證券價格有重大影響之事項):
基於落實公司治理及權能分工原則，董事長辭任總經理一職。
謝清福董事長兼任集團策略長。"
中央社,【公告】廣運董事會通過總經理晉升案 。,"日 期：2023年05月05日
公司名稱：廣運 (6125)
主 旨：廣運董事會通過總經理晉升案 。
發言人：沈麗娟
說 明：
1.董事會決議日期或發生變動日期:112/05/05
2.人員別（請輸入董事長或總經理）:總經理
3.舊任者姓名:謝清福
4.舊任者簡歷:本公司董事長兼總經理。
5.新任者姓名:柯智鈞
6.新任者簡歷:本公司自動化事業群總經理
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:職務調整
8.異動原因:職務晉升。
9.新任生效日期:112/05/05
10.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第6款所定
對股東權益或證券價格有重大影響之事項):
基於落實公司治理及權能分工原則，董事長辭任總經理一職。
謝清福董事長兼任集團策略長。"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價殺至跌停，跌停價29.35元，成交14,041張","廣運(6125-TW)08日11:28下跌3.25元，股價跌停報29.35元，委買1,322張、委賣9張，成交14,041張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲2.45%。
廣運(6125-TW)近5日股價上漲2.84%，櫃買指數上漲1.78%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,506 張
外資買賣超：+1,531 張
投信買賣超：0 張
自營商買賣超：-25 張
融資增減：+1,716 張
融券增減：+141 張
最新相關新聞
盤中速報 - 廣運(6125)急跌-2.75%報30.15元，成交3,645張
盤中速報 - 廣運(6125)股價急跌至30.3元，跌幅達7.06%
〈焦點股〉廣運智慧物流接單佳 今爆大量衝7個月來新高價
廣運18億元購入萬坪廠房 創下平鎮工業區10年最大筆交易
廣運旗下群豐欣業揭幕 成為集團展示智慧物流系統利器
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價殺至跌停，跌停價29.35元，成交14,041張","廣運(6125-TW)08日11:28下跌3.25元，股價跌停報29.35元，委買1,322張、委賣9張，成交14,041張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲2.45%。
廣運(6125-TW)近5日股價上漲2.84%，櫃買指數上漲1.78%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,506 張
外資買賣超：+1,531 張
投信買賣超：0 張
自營商買賣超：-25 張
融資增減：+1,716 張
融券增減：+141 張
最新相關新聞
盤中速報 - 廣運(6125)急跌-2.75%報30.15元，成交3,645張
盤中速報 - 廣運(6125)股價急跌至30.3元，跌幅達7.06%
〈焦點股〉廣運智慧物流接單佳 今爆大量衝7個月來新高價
廣運18億元購入萬坪廠房 創下平鎮工業區10年最大筆交易
廣運旗下群豐欣業揭幕 成為集團展示智慧物流系統利器
更多鉅亨報導"
中央社,【公告】廣運 2023年4月合併營收5.12億元 年增24.62%,"日期： 2023 年 05 月 08日
上櫃公司：廣運 (6125)
單位：仟元"
鉅亨網記者張欽發 台北,廣運積極參展 除在手的50億元訂單還要提高市占率,"成立近 47 年的物流發貨設備大廠廣運 (6125-TW)， 除以旗下群豐欣業在高雄台糖成功物流園區營運，展示智慧物流系統發展外，並參加今 (17) 日起開展的高雄自動化工業展，廣運執行長謝明凱及總經理柯智鈞親自南下主持開幕，並宣示除在手的 50 億元訂單之外，還要進一步提高市占率。
廣運指出，受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
廣運本次參與展出的主要展出內容包括，半導體 OHT(空中走行式無人搬運車)、AMR(自主式移動機器人) 及智慧物流設備 (倉儲分揀、拆棧、環形台車、無人搬運車)。2023 高雄自動化工業展，是今年度南台灣最具規模的專業工業展，廣運在此次參展以智慧製造實現淨零碳排為概念，展出分智慧物流、半導體整合服務、及永續淨零碳排等三大專區，提供客戶創新解決方案。
同時，廣運執行長謝明凱先前即指出，群豐所提供的智慧自動倉庫體驗有別於優於傳統平面倉庫，主要優點包括. 設備安全、高效作業、料帳正確、節省人力及倉儲管理系統，不僅無人為作業工安疑慮，透過立體化設備，可高效率運用有限土地，並可 24 小時自動化作業，不會有超時工作人力短缺問題。
廣運指出，廣運在智慧倉儲物流、常溫及低溫冷鏈設備持續獲客戶高度肯定，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流等。廣運在智慧物流發貨系統建設方面，通常提供有：自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱等設備，並且搭配廣運自行開發智慧管理平台 WMS(倉儲管理系統) 進行整合，彈性調度自動化設備進行各種運作，並與客戶的 MES 及 ERP 進行垂直系統整合，滿足客戶多元化客製需求。
廣運指出受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大在自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
更多鉅亨報導•廣運自動化及智慧製造進一步搶攻半導體、公共工程需求•〈焦點股〉廣運轉盈大方配股利1.62元 今爆萬張大量衝半年高價"
鉅亨網記者張欽發 台北,廣運積極參展 除在手的50億元訂單還要提高市占率,"成立近 47 年的物流發貨設備大廠廣運 (6125-TW)， 除以旗下群豐欣業在高雄台糖成功物流園區營運，展示智慧物流系統發展外，並參加今 (17) 日起開展的高雄自動化工業展，廣運執行長謝明凱及總經理柯智鈞親自南下主持開幕，並宣示除在手的 50 億元訂單之外，還要進一步提高市占率。
廣運指出，受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
廣運本次參與展出的主要展出內容包括，半導體 OHT(空中走行式無人搬運車)、AMR(自主式移動機器人) 及智慧物流設備 (倉儲分揀、拆棧、環形台車、無人搬運車)。2023 高雄自動化工業展，是今年度南台灣最具規模的專業工業展，廣運在此次參展以智慧製造實現淨零碳排為概念，展出分智慧物流、半導體整合服務、及永續淨零碳排等三大專區，提供客戶創新解決方案。
同時，廣運執行長謝明凱先前即指出，群豐所提供的智慧自動倉庫體驗有別於優於傳統平面倉庫，主要優點包括. 設備安全、高效作業、料帳正確、節省人力及倉儲管理系統，不僅無人為作業工安疑慮，透過立體化設備，可高效率運用有限土地，並可 24 小時自動化作業，不會有超時工作人力短缺問題。
廣運指出，廣運在智慧倉儲物流、常溫及低溫冷鏈設備持續獲客戶高度肯定，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流等。廣運在智慧物流發貨系統建設方面，通常提供有：自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱等設備，並且搭配廣運自行開發智慧管理平台 WMS(倉儲管理系統) 進行整合，彈性調度自動化設備進行各種運作，並與客戶的 MES 及 ERP 進行垂直系統整合，滿足客戶多元化客製需求。
廣運指出受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大在自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
更多鉅亨報導•廣運自動化及智慧製造進一步搶攻半導體、公共工程需求•〈焦點股〉廣運轉盈大方配股利1.62元 今爆萬張大量衝半年高價"
鉅亨網記者張欽發 台北,廣運積極參展 除在手的50億元訂單還要提高市占率,"成立近 47 年的物流發貨設備大廠廣運 (6125-TW)， 除以旗下群豐欣業在高雄台糖成功物流園區營運，展示智慧物流系統發展外，並參加今 (17) 日起開展的高雄自動化工業展，廣運執行長謝明凱及總經理柯智鈞親自南下主持開幕，並宣示除在手的 50 億元訂單之外，還要進一步提高市占率。
廣運指出，受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
廣運本次參與展出的主要展出內容包括，半導體 OHT(空中走行式無人搬運車)、AMR(自主式移動機器人) 及智慧物流設備 (倉儲分揀、拆棧、環形台車、無人搬運車)。2023 高雄自動化工業展，是今年度南台灣最具規模的專業工業展，廣運在此次參展以智慧製造實現淨零碳排為概念，展出分智慧物流、半導體整合服務、及永續淨零碳排等三大專區，提供客戶創新解決方案。
同時，廣運執行長謝明凱先前即指出，群豐所提供的智慧自動倉庫體驗有別於優於傳統平面倉庫，主要優點包括. 設備安全、高效作業、料帳正確、節省人力及倉儲管理系統，不僅無人為作業工安疑慮，透過立體化設備，可高效率運用有限土地，並可 24 小時自動化作業，不會有超時工作人力短缺問題。
廣運指出，廣運在智慧倉儲物流、常溫及低溫冷鏈設備持續獲客戶高度肯定，涵蓋客戶有全聯、中華郵政、中國石油、遠雄港、杏一、酷澎、宅配通、momo、Pchome、新竹物流等。廣運在智慧物流發貨系統建設方面，通常提供有：自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱等設備，並且搭配廣運自行開發智慧管理平台 WMS(倉儲管理系統) 進行整合，彈性調度自動化設備進行各種運作，並與客戶的 MES 及 ERP 進行垂直系統整合，滿足客戶多元化客製需求。
廣運指出受惠台商回台及政府致力推動「智慧機械」、「亞洲 ‧ 矽谷」、「綠能科技」、「生醫產業」、「國防產業」、「新農業」及「循環經濟」等 5+2 產業創新計畫，並且擴大在自動化投資，廣運目前在手訂單已超過 50 億元，訂單能見度已看到 2025 年。
更多鉅亨報導•廣運自動化及智慧製造進一步搶攻半導體、公共工程需求•〈焦點股〉廣運轉盈大方配股利1.62元 今爆萬張大量衝半年高價"
財訊快報,廣運推出半導體整廠AMHS整合服務方案，Q1 EPS 0.29元,【財訊快報／記者巫彩蓮報導】國內物流發貨設備大廠廣運(6125)在今年推出半導體整廠AMHS(自動物料搬送系統)整合服務方案，該整合服務方案係由OHT(空中走行式無人搬運車)、AMR(自主式移動機器人)、Stocker、EFEM、E-Rack、ASRS等自動化設備組成，擴大半導體產業的服務領域。廣運在於2023高雄自動化工業展期間，規劃智慧物流、半導體整合服務、及永續淨零碳排等三大專區，展出半導體OHT、AMR及智慧物流設備(倉儲分揀、拆棧、環形台車、無人搬運車)等。廣運智慧物流發貨系統建設方面，提供自動倉儲、自動分揀、無人搬運車、輸送機、環形台車、龍門系統、自動拆棧機器人，電子標籤檢貨系統、自動開箱/貼標/秤重/封箱/捆膜等設備，並且搭配廣運自行開發智慧管理平台WMS(倉儲管理系統)進行整合，彈性調度自動化設備進行各種運作，並與客戶的MES及ERP進行垂直系統整合，滿足客戶多元化客製需求。2050年淨零碳排的國際目標下，廣運Reduce、Reuse、Recycle等3R為出發點，開發輸送機採用E3/IE4節省馬達、採用新式電動滾筒降低用電量、在控制端依照貨物的處理狀況進行彈性自動停線復線、在堆垛機使用電力回升單元進行電力系統循環使用。廣運今年第一季合併營收約13.4億元，較去年成長13.3%，毛利率20.34%，稅後淨利0.72億元，每股稅後盈餘0.29元，日前董事會通過發放現金股息1.62元，中國大陸廣運機電、廣運科技2家子公司，因配合政府項目建設需要，與當地政府機關簽訂廠房設備拆遷並獲得人民幣3.38億(約新台幣14.5億)的補償款，考量持股比率後處分收益金額約人民幣2.07億（約新台幣9億)，拆遷收益實際金額以未來實際動遷時為準，並待會計師查核確認，目前收款80%，待收足款項後即能認列拆遷補償處分收益。
